event,side,entry_time,entry_price,exit_time,exit_price,reason,lots,risk_usd,sl,tp,gross,pnl,r
2023-05-05T12:30,short,2023-05-05 12:30:00+00:00,2031.9445,2023-05-05 12:31:00+00:00,2028.4464,stop,0.01,3.0,2027.797,0.0,3.498100000000022,3.4281000000000224,1.1427000000000074
2023-06-02T12:30,long,2023-06-02 12:30:00+00:00,1980.3317000000002,2023-06-02 12:30:00+00:00,1976.5470000000003,stop,0.01,3.0,1977.3317000000002,0.0,-3.78469999999993,-3.8546999999999296,-1.2848999999999766
2023-06-02T12:30,short,2023-06-02 12:30:00+00:00,1977.4793,2023-06-02 12:33:00+00:00,1977.239,stop,0.01,3.0,1976.7430000000002,0.0,0.2402999999999338,0.17029999999993378,0.056766666666644594
2023-07-07T12:30,long,2023-07-07 12:30:00+00:00,1923.2021,2023-07-07 12:30:00+00:00,1919.369,stop,0.01,3.0,1920.2021,0.0,-3.8331000000000586,-3.9031000000000584,-1.3010333333333528
2023-07-07T12:30,short,2023-07-07 12:30:00+00:00,1920.3359,2023-07-07 12:31:00+00:00,1923.6754,stop,0.01,3.0,1923.3359,0.0,-3.3395000000000437,-3.4095000000000435,-1.1365000000000145
2023-08-04T12:30,short,2023-08-04 12:30:00+00:00,1930.4263999999998,2023-08-04 12:30:00+00:00,1934.562,stop,0.01,3.0,1933.4263999999998,0.0,-4.135600000000068,-4.205600000000068,-1.4018666666666892
2023-08-04T12:30,long,2023-08-04 12:30:00+00:00,1933.8975999999998,2023-08-04 12:43:00+00:00,1938.5187,stop,0.01,3.0,1938.919,0.0,4.621100000000297,4.551100000000297,1.5170333333334323
2023-09-01T12:30,long,2023-09-01 12:30:00+00:00,1946.8573,2023-09-01 12:33:00+00:00,1949.0992999999999,stop,0.01,3.0,1949.309,0.0,2.241999999999962,2.171999999999962,0.7239999999999873
2023-10-06T12:30,long,2023-10-06 12:30:00+00:00,1821.3271999999997,2023-10-06 12:30:00+00:00,1817.3369999999998,stop,0.01,3.0,1818.3271999999997,0.0,-3.990199999999959,-4.060199999999959,-1.3533999999999864
2023-10-06T12:30,short,2023-10-06 12:30:00+00:00,1818.1468,2023-10-06 12:35:00+00:00,1814.8155999999997,stop,0.01,3.0,1814.3849999999998,0.0,3.331200000000308,3.2612000000003083,1.0870666666667694
2023-11-03T12:30,long,2023-11-03 12:30:00+00:00,1990.3984999999998,2023-11-03 12:50:00+00:00,2000.3361,stop,0.01,3.0,2000.607,0.0,9.937600000000202,9.867600000000202,3.289200000000067
2023-12-01T13:30,long,2023-12-01 13:30:00+00:00,2039.1094999999996,2023-12-01 13:35:00+00:00,2035.9959999999996,stop,0.01,3.0,2036.1094999999996,0.0,-3.113499999999931,-3.1834999999999307,-1.0611666666666435
2023-12-01T13:30,short,2023-12-01 13:30:00+00:00,2037.6385,2023-12-01 14:30:00+00:00,2036.0279999999998,timeout,0.01,3.0,2040.6385,0.0,1.6105000000002292,1.5405000000002291,0.5135000000000763
2024-01-05T13:30,short,2024-01-05 13:30:00+00:00,2037.4873,2024-01-05 13:32:00+00:00,2028.5535,stop,0.01,3.0,2028.179,0.0,8.93380000000002,8.863800000000019,2.9546000000000063
2024-02-02T13:30,long,2024-02-02 13:30:00+00:00,2054.4330999999997,2024-02-02 13:30:00+00:00,2050.2169999999996,stop,0.01,3.0,2051.4330999999997,0.0,-4.216100000000097,-4.286100000000097,-1.4287000000000323
2024-02-02T13:30,short,2024-02-02 13:30:00+00:00,2050.8008999999997,2024-02-02 13:31:00+00:00,2045.5477000000003,stop,0.01,3.0,2044.9420000000002,0.0,5.253199999999424,5.183199999999424,1.7277333333331413
2024-03-01T13:30,short,2024-03-01 13:30:00+00:00,2051.1546,2024-03-01 13:34:00+00:00,2054.2713999999996,stop,0.01,3.0,2054.1546,0.0,-3.1167999999997846,-3.1867999999997845,-1.0622666666665947
2024-03-01T13:30,long,2024-03-01 13:30:00+00:00,2052.5674,2024-03-01 14:30:00+00:00,2054.305,timeout,0.01,3.0,2053.215,0.0,1.7375999999999294,1.6675999999999294,0.5558666666666431
2024-04-05T12:30,short,2024-04-05 12:30:00+00:00,2294.0293,2024-04-05 12:31:00+00:00,2287.0431,stop,0.01,3.0,2286.466,0.0,6.986200000000281,6.916200000000281,2.3054000000000934
2024-05-03T12:30,long,2024-05-03 12:30:00+00:00,2299.06,2024-05-03 12:31:00+00:00,2315.3255,stop,0.01,3.0,2315.9665,0.0,16.265499999999975,16.195499999999974,5.398499999999991
2024-06-07T12:30,long,2024-06-07 12:30:00+00:00,2336.535,2024-06-07 12:30:00+00:00,2331.535,stop,0.01,3.0,2333.535,0.0,-5.0,-5.07,-1.6900000000000002
2024-06-07T12:30,short,2024-06-07 12:30:00+00:00,2331.335,2024-06-07 12:32:00+00:00,2319.2639000000004,stop,0.01,3.0,2318.8905000000004,0.0,12.07109999999966,12.00109999999966,4.000366666666554
